diff(10),diff(10),diff(11),diff(11),diff(12),diff(12),diff(13),diff(13),diff(14),diff(14),diff(15),diff(15),diff(16),diff(16),diff(18),diff(18),diff(19),diff(19),diff(20),diff(20),diff(21),diff(21),diff(22),diff(22),diff(23),diff(23),diff(24),diff(24),diff(25),diff(25),diff(26),diff(26),diff(27),diff(27),diff(28),diff(28),diff(29),diff(29),diff(3),diff(3),diff(30),diff(30),diff(31),diff(31),diff(32),diff(32),diff(33),diff(33),diff(34),diff(34),diff(35),diff(35),diff(36),diff(36),diff(37),diff(37),diff(38),diff(38),diff(39),diff(39),diff(4),diff(4),diff(40),diff(40),diff(41),diff(41),diff(42),diff(42),diff(43),diff(43),diff(44),diff(44),diff(45),diff(45),diff(5),diff(5),diff(6),diff(6),diff(7),diff(7),diff(8),diff(8),diff(9),diff(9)
curved,curve,ball,line,quadrilateral,shape,triangle,shape,perpendicular,90,form,line,farther,away,centered,isnt,line,centered,long,short,extreme,closer,figure,point,,,rectangle,diagonal,top,sides,unequal,four,shape,different,others,dont,remain,shape,gap,shape,angle,pattern,face,pointy,end,face,pointed,line,one,line,big,mirrored,symbol,difference,pointing,shapes,point,left,triangle,small,shape,circle,potentially,parallel,facing,opposite,two,left,one,spaced,face,lines,dots,two,open,connected,one,shapes,circle,orientation,straight,curves,incomplete,shape
curved,center,side,dot,triangle,isnt,triangle,triangle,perpendicular,degree,form,meet,farther,line,centered,centered,dot,dot,skinny,tall,extreme,edge,figure,centered,,,rectangle,lines,missing,unequal,unequal,sides,shape,orientation,others,match,remain,symetrical,gap,cutout,shape,shape,face,tips,end,direction,angle,shapes,symbol,figures,smaller,triangles,symbol,size,pointing,orientation,point,circle,triangle,triangle,shape,outside,intersecting,lines,facing,facing,lines,attached,dots,dots,face,point,dots,close,shape,line,two,double,line,different,instead,straight,incomplete,dent
line,line,side,line,triangle,foursided,triangle,tip,perpendicular,angle,form,large,ball,different,white,dot,dot,center,skinny,triangle,position,dot,one,point,,,rhombus,shape,missing,length,sides,four,wider,shapes,one,shape,rotate,stacked,gap,hole,shape,asymmetrical,face,triangle,towards,triangles,angle,arent,symbol,dotted,smaller,oriented,flipped,large,opposite,shapes,point,straight,triangle,lot,shape,shape,intersecting,parallel,left,opposite,lines,bars,dots,arent,face,right,dots,sets,shape,connected,two,single,line,dot,instead,line,incomplete,center
line,straight,side,line,four,isnt,triangle,top,perpendicular,crosses,form,line,ball,dot,white,center,lower,dot,skinny,short,position,close,one,centered,,,rhombus,straight,missing,shape,sides,sides,wider,facing,one,symetrical,rotate,unevenly,gap,inside,tilted,shape,face,facing,towards,face,angle,parallel,symbol,line,smaller,instead,flipped,difference,opposite,orientation,facing,line,triangle,smaller,shape,instead,lines,lines,left,facing,lines,towards,dots,evenly,right,lines,dots,two,closed,line,shapes,double,line,orientation,instead,without,one,shape
curved,line,ball,different,four,foursided,right,different,perpendicular,like,form,right,ball,placement,dot,dot,lower,center,long,one,position,center,can,small,,,rhombus,sides,missing,sides,unequal,distorted,wider,exact,jagged,shape,shape,stacked,middle,shape,tilted,asymmetrical,points,shapes,towards,direction,angle,center,uprite,figures,smaller,mirrored,flipped,size,lines,lines,facing,left,triangle,compared,shape,inside,lines,parallel,ball,shape,lines,left,dots,spaced,right,point,dots,instead,closed,connected,shapes,single,small,dot,instead,curves,one,symetrical
curved,straight,ball,dot,sides,isnt,right,angle,perpendicular,x,form,angle,spaced,different,dot,center,line,dot,long,length,position,like,can,white,,,rectangle,shape,top,trapezoid,unequal,angles,wider,direction,jagged,symetrical,shape,unevenly,middle,cutout,right,shape,points,parallel,dot,triangles,angle,line,uprite,dotted,second,facing,upside,large,lines,arent,facing,circle,triangle,big,different,dot,parallel,lines,ball,facing,different,attached,space,one,right,right,dots,random,open,shape,instead,double,small,isnt,curved,straight,seems,shape
line,curved,ball,placement,sides,foursided,triangle,different,perpendicular,one,right,smaller,spaced,dot,centered,dot,line,center,skinny,one,position,lines,can,circle,,,rectangle,straight,top,paralellogram,sides,distorted,shape,shapes,part,shape,remain,stacked,middle,hole,right,asymmetrical,face,shapes,dot,face,pointed,shapes,uprite,line,second,direction,upside,difference,lines,parallel,facing,straight,triangle,one,shape,dot,parallel,parallel,ball,left,different,bars,space,dot,2,different,spaced,dots,open,isnt,instead,single,small,line,curved,line,seems,symetrical
line,straight,side,different,triangle,3,triangle,angle,perpendicular,line,right,line,spaced,placement,centered,center,dot,dot,skinny,length,dot,dot,can,situated,,,rectangle,sides,missing,trapezoid,sides,angles,shape,facing,part,symetrical,remain,unevenly,middle,inside,angle,shape,face,parallel,dot,direction,pointed,pointing,whill,figures,shape,facing,upside,size,pointing,lines,clockwise,line,small,large,ball,dot,potentially,lines,left,shape,different,towards,space,separate,2,orientation,spaced,clustered,open,connected,one,double,black,dot,curved,without,incomplete,shape
curved,curved,side,dot,triangle,sides,right,different,perpendicular,longer,right,meet,farther,different,white,white,dot,middle,long,shape,dot,close,can,narrow,,,rhombus,stretched,missing,paralellogram,unequal,shape,shape,exact,larger,shape,lines,peaks,shape,shape,angle,asymmetrical,points,facing,point,shapes,pointed,right,whill,dotted,shape,direction,enlarged,facing,pointing,arent,clockwise,left,small,size,outside,dot,potentially,parallel,left,facing,different,left,one,one,lines,different,spaced,two,shape,shape,one,single,black,isnt,curved,curves,incomplete,symetrical
curved,straight,side,placement,four,3,right,angle,perpendicular,lines,right,large,farther,dot,white,dot,dot,line,long,leaner,dot,center,can,end,,,rhombus,shape,top,sides,unequal,isnt,shape,direction,larger,symetrical,lines,jagged,shape,cutout,shape,different,points,opposite,point,pointing,angle,shapes,whill,line,seems,facing,enlarged,opposite,pointing,parallel,clockwise,circle,small,difference,shape,dot,intersecting,lines,left,left,side,attached,one,dot,lines,orientation,spaced,close,shape,isnt,two,two,black,line,line,line,one,curved
curved,straight,dot,point,four,sides,triangle,different,perpendicular,crossed,right,line,farther,placement,white,center,lower,dot,skinny,shape,dot,like,can,shape,,,rectangle,stretched,top,two,unequal,rectangular,wider,shapes,others,shape,symmetry,peaks,shape,hole,shape,shape,points,directions,point,direction,angle,pointing,point,figures,seems,direction,enlarged,directions,opposite,lines,clockwise,straight,triangle,large,different,dot,intersecting,parallel,ball,point,side,bars,one,separate,face,different,spaced,sets,shape,connected,two,shapes,circle,dot,line,straight,one,shape
curved,line,dot,aligned,sides,3,triangle,angle,perpendicular,closer,right,right,dot,point,white,circle,lower,middle,skinny,leaner,dot,lines,not,small,,,rectangle,shape,top,different,unequal,shaped,wider,angled,others,symetrical,symmetry,jagged,shape,inside,shape,orientation,face,facing,end,shapes,angle,right,point,dotted,little,facing,symbol,facing,opposite,arent,point,upside,triangle,size,different,outside,lines,evenly,ball,facing,side,towards,dots,one,face,orientation,spaced,two,closed,shape,shapes,two,circle,isnt,straight,line,seems,curved
line,straight,dot,end,sides,sides,triangle,triangle,perpendicular,different,right,angle,dot,far,dot,white,lower,line,long,triangle,extreme,dot,not,white,,,diamond,doesnt,top,lengths,sides,shape,wider,direction,one,uneven,lines,crinkles,gap,hole,tilted,different,face,opposite,end,pointing,pointed,triangles,point,line,little,direction,symbol,opposite,opposite,parallel,facing,upside,triangle,difference,different,shape,lines,spaced,ball,right,side,left,dots,dot,right,different,spaced,instead,closed,isnt,shapes,shapes,circle,line,straight,straight,seems,shape
line,line,dot,line,triangle,triangle,triangle,almost,perpendicular,angle,angle,smaller,dot,line,dot,dot,line,dot,long,different,extreme,close,not,circle,,,diamond,90,missing,sides,sides,isnt,shape,shapes,one,stack,lines,irratic,middle,hole,tilted,shape,face,directions,end,direction,pointed,evenly,one,two,big,facing,symbol,directions,lines,lines,clockwise,upside,small,different,shape,dot,lines,apart,left,point,two,f,dots,separate,right,orientation,spaced,random,closed,connected,two,two,line,dot,instead,line,incomplete,curved
straight,straight,side,point,triangle,shape,triangle,flat,two,x,angle,line,close,point,dot,center,line,middle,long,shape,extreme,center,not,situated,,,diamond,degree,missing,two,sides,rectangular,shape,angled,jagged,uneven,symmetry,crinkles,shape,hole,tilted,orientation,second,oriented,towards,shapes,pointed,shaped,one,triangles,big,direction,flipped,facing,lines,parallel,point,dot,small,shape,shape,outside,parallel,evenly,left,facing,two,backwards,space,last,2,isnt,apart,dots,open,shape,two,shapes,line,isnt,instead,straight,incomplete,shape
straight,line,side,aligned,four,triangle,right,triangle,two,slanted,angle,meet,close,far,dot,circle,line,line,long,others,extreme,like,not,narrow,,,diamond,angles,missing,different,sides,shaped,shape,direction,jagged,stack,symmetry,irratic,gap,hole,right,different,second,direction,towards,pointing,pointed,others,one,mirror,smaller,facing,flipped,opposite,pointing,lines,point,right,small,angle,shape,shape,parallel,spaced,left,right,lines,f,space,dot,2,facing,apart,clustered,open,closed,two,one,line,line,curved,line,concave,shaped
curved,line,side,end,four,shape,right,almost,lines,x,angle,large,close,line,centered,white,dot,different,long,longer,extreme,lines,not,end,,,rectangle,doesnt,missing,lengths,unequal,2,wider,triangles,part,uneven,lines,shape,gap,shape,right,shape,symbol,oriented,towards,direction,angle,triangles,one,image,smaller,direction,flipped,directions,pointing,parallel,facing,dot,triangle,different,ball,dot,parallel,apart,ball,line,lines,backwards,space,separated,2,left,apart,two,shape,shape,shapes,two,small,dot,curved,straight,concave,like
curved,curved,side,line,sides,triangle,right,flat,lines,slanted,angle,line,line,point,centered,dot,dot,dot,long,sides,position,dot,not,shape,,,rectangle,90,top,square,unequal,sides,wider,exact,part,stack,lines,symmetrical,middle,hole,right,orientation,symbol,direction,dot,shapes,angle,evenly,one,flipped,second,shapes,upside,facing,opposite,lines,facing,right,triangle,shape,ball,outside,potentially,evenly,ball,righthand,different,f,space,3,lines,isnt,apart,close,shape,closed,shapes,shapes,small,attached,line,straight,concave,moon
curved,straight,line,point,sides,shape,triangle,triangle,intersect,x,angle,right,line,far,centered,center,dot,placement,skinny,triangle,position,closer,figure,small,,,rectangle,degree,top,rectangle,sides,2,wider,reflection,larger,uneven,symmetry,shape,middle,shape,angle,different,flipped,oriented,dot,pointing,angle,shaped,symbol,two,second,mirrored,upside,opposite,opposite,parallel,clockwise,dot,triangle,angle,ball,shape,potentially,spaced,ball,side,different,backwards,space,dots,lines,facing,apart,sets,closed,shape,shapes,one,black,dot,line,curved,concave,circletriange
line,line,line,aligned,triangle,shape,triangle,almost,intersect,slanted,angle,angle,line,line,centered,circle,lower,different,skinny,different,position,beginning,figure,white,,,rectangle,angles,missing,square,sides,sides,shape,triangles,larger,stack,symmetry,symmetrical,shape,hole,angle,shape,flipped,direction,dot,direction,angle,others,symbol,triangles,shape,shapes,upside,directions,lines,lines,clockwise,right,size,two,outside,dot,potentially,apart,ball,circle,side,f,one,last,lines,left,apart,two,closed,closed,two,one,black,attached,straight,straight,side,shaped
line,curved,line,end,triangle,3,triangle,flat,right,x,two,middle,dot,small,white,dot,lower,dot,skinny,shape,dot,dot,figure,circle,,,diamond,rectangle,missing,rectangle,unequal,different,shape,exact,others,uneven,lines,shape,shape,shape,angle,orientation,one,oriented,point,direction,pointed,shapes,symbol,mirror,shape,mirrored,shapes,small,lines,angle,point,different,size,shapes,outside,outside,intersecting,evenly,ball,instead,side,backwards,one,dot,face,isnt,apart,instead,open,open,two,shape,circle,dot,straight,curved,side,like
line,straight,line,line,triangle,sides,triangle,right,right,slanted,two,line,dot,black,white,middle,lower,placement,skinny,others,dot,closer,figure,situated,,,rectangle,rectangle,top,diagonal,unequal,shape,shape,reflection,others,stack,lines,orientation,gap,shape,shape,halves,one,direction,point,triangles,pointed,pointing,symbol,image,seems,shapes,shapes,triangle,lines,two,point,orientation,size,pointing,outside,shape,intersecting,spaced,ball,left,two,2,one,separated,face,facing,apart,random,open,space,shapes,one,circle,attached,instead,straight,side,moon
straight,line,dot,small,four,shape,triangle,angle,angles,x,two,slanted,dot,circle,white,cirlce,line,different,skinny,longer,dot,beginning,figure,narrow,,,diamond,rectangular,top,rectangular,sides,different,wider,shapes,crinkles,shape,symmetry,shape,gap,contain,shape,arent,second,triangles,point,facing,angle,shapes,symbol,flipped,seems,mirrored,shapes,mirror,lines,ends,facing,different,size,side,shape,dot,intersecting,apart,left,line,two,lines,one,3,face,left,pairs,dots,open,incomplete,shapes,shape,line,dot,instead,curved,side,circletriange
straight,curved,dot,black,four,3,right,right,angles,slanted,lines,middle,dot,line,dot,dot,line,dot,skinny,sides,extreme,dot,figure,end,,,diamond,shape,top,shape,sides,shape,wider,parralel,crinkles,symmetrical,symmetry,orientation,gap,hole,shape,identical,second,oriented,point,side,angle,pointing,uprite,two,little,shapes,shapes,image,lines,facing,facing,orientation,bigger,two,shape,outside,lines,lines,left,righthand,two,left,one,dots,right,isnt,pairs,clustered,shape,open,two,separated,line,attached,curved,straight,concave,curved
straight,straight,dot,circle,four,sides,right,angle,two,crossed,lines,line,dot,others,dot,middle,line,placement,long,shape,extreme,closer,figure,shape,,,diamond,diagonal,missing,diagonal,different,four,shape,shapes,irratic,shape,lines,cant,middle,shape,shape,split,second,direction,point,direction,pointed,different,uprite,triangles,little,mirrored,shapes,flipped,pointing,lines,clockwise,different,bigger,shapes,shape,shape,lines,parallel,left,side,lines,2,dots,last,right,facing,pairs,two,shape,space,two,two,small,dot,curved,curved,concave,inside
curved,line,dot,line,sides,shape,triangle,right,two,different,lines,slanted,close,small,dot,cirlce,point,black,long,narrow,extreme,beginning,one,small,,,diamond,lines,missing,rectangular,different,sides,shape,parralel,irratic,symmetrical,lines,evenly,middle,contain,shape,horizontally,second,others,end,direction,pointed,direction,uprite,mirror,big,shapes,shapes,compared,pointing,angle,clockwise,orientation,bigger,pointing,different,different,parallel,lines,left,circle,lines,lines,dots,dot,right,left,pairs,close,shape,incomplete,shapes,separated,small,isnt,line,line,side,curved
curved,slight,dot,line,sides,3,triangle,angle,two,angle,form,middle,close,black,centered,dot,point,dot,skinny,shape,position,different,one,white,,,rectangle,rectangular,missing,shape,shape,four,wider,different,crinkles,different,lines,split,middle,hole,tilted,halves,symbol,triangles,end,triangles,angle,different,uprite,image,big,mirrored,shapes,big,pointing,two,point,isnt,bigger,side,different,dot,parallel,parallel,left,instead,lines,left,dots,separated,2,attached,pairs,sets,closed,open,shapes,two,small,line,line,straight,side,inside
